t,s
0.00842,2.899310146117409e-05
0.00843,2.9010313158422437e-05
0.00844,2.9027514650096047e-05
0.00845,2.9044705954327434e-05
0.00846,2.9061887089195468e-05
0.00847,2.907905807272562e-05
0.00848,2.909621892289017e-05
0.00849,2.911336965760842e-05
0.0085,2.913051029474694e-05
0.00851,2.914764085211975e-05
0.00852,2.9164761347488564e-05
0.00853,2.9181871798562988e-05
0.00854,2.9198972223000735e-05
0.00855,2.921606263840785e-05
0.00856,2.923314306233892e-05
0.00857,2.925021351229725e-05
0.00858,2.9267274005735137e-05
0.00859,2.9284324560054006e-05
0.0086,2.9301365192604675e-05
0.00861,2.9318395920687544e-05
0.00862,2.933541676155276e-05
0.00863,2.9352427732400493e-05
0.00864,2.9369428850381072e-05
0.00865,2.9386420132595247e-05
0.00866,2.9403401596094317e-05
0.00867,2.9420373257880407e-05
0.00868,2.943733513490661e-05
0.00869,2.9454287244077224e-05
0.0087,2.9471229602247902e-05
0.00871,2.9488162226225894e-05
0.00872,2.9505085132770224e-05
0.00873,2.9521998338591874e-05
0.00874,2.9538901860353982e-05
0.00875,2.955579571467205e-05
0.00876,2.9572679918114107e-05
0.00877,2.9589554487200923e-05
0.00878,2.9606419438406178e-05
0.00879,2.9623274788156656e-05
0.0088,2.964012055283245e-05
0.00881,2.9656956748767114e-05
0.00882,2.967378339224788e-05
0.00883,2.969060049951582e-05
0.00884,2.970740808676603e-05
0.00885,2.9724206170147834e-05
0.00886,2.9740994765764936e-05
0.00887,2.975777388967562e-05
0.00888,2.9774543557892923e-05
0.00889,2.97913037863848e-05
0.0089,2.9808054591074343e-05
0.00891,2.9824795987839905e-05
0.00892,2.9841527992515294e-05
0.00893,2.9858250620889975e-05
0.00894,2.987496388870921e-05
0.00895,2.9891667811674248e-05
0.00896,2.9908362405442477e-05
0.00897,2.9925047685627635e-05
0.00898,2.9941723667799933e-05
0.00899,2.9958390367486254e-05
0.009,2.997504780017033e-05
0.00901,2.999169598129287e-05
0.00902,3.0008334926251766e-05
0.00903,3.0024964650402247e-05
0.00904,3.004158516905703e-05
0.00905,3.0058196497486504e-05
0.00906,3.007479865091889e-05
0.00907,3.0091391644540394e-05
0.00908,3.010797549349538e-05
0.00909,3.0124550212886518e-05
0.0091,3.0141115817774958e-05
0.00911,3.015767232318049e-05
0.00912,3.0174219744081695e-05
0.00913,3.019075809541609e-05
0.00914,3.0207287392080325e-05
0.00915,3.0223807648930297e-05
0.00916,3.0240318880781344e-05
0.00917,3.025682110240835e-05
0.00918,3.027331432854596e-05
0.00919,3.0289798573888678e-05
0.0092,3.0306273853091074e-05
0.00921,3.0322740180767876e-05
0.00922,3.033919757149416e-05
0.00923,3.0355646039805507e-05
0.00924,3.0372085600198126e-05
0.00925,3.0388516267129024e-05
0.00926,3.0404938055016133e-05
0.00927,3.0421350978238472e-05
0.00928,3.0437755051136306e-05
0.00929,3.045415028801126e-05
0.0093,3.0470536703126502e-05
0.00931,3.048691431070685e-05
0.00932,3.050328312493894e-05
0.00933,3.051964315997138e-05
0.00934,3.053599442991484e-05
0.00935,3.055233694884228e-05
0.00936,3.0568670730788994e-05
0.00937,3.058499578975284e-05
0.00938,3.0601312139694294e-05
0.00939,3.061761979453668e-05
0.0094,3.0633918768166225e-05
0.00941,3.065020907443226e-05
0.00942,3.066649072714732e-05
0.00943,3.068276374008729e-05
0.00944,3.0699028126991545e-05
0.00945,3.0715283901563086e-05
0.00946,3.073153107746869e-05
0.00947,3.074776966833898e-05
0.00948,3.076399968776864e-05
0.00949,3.078022114931652e-05
0.0095,3.0796434066505736e-05
0.00951,3.081263845282383e-05
0.00952,3.082883432172291e-05
0.00953,3.084502168661976e-05
0.00954,3.086120056089597e-05
0.00955,3.087737095789809e-05
0.00956,3.0893532890937734e-05
0.00957,3.090968637329169e-05
0.00958,3.0925831418202114e-05
0.00959,3.094196803887658e-05
0.0096,3.0958096248488255e-05
0.00961,3.0974216060176e-05
0.00962,3.0990327487044535e-05
0.00963,3.100643054216449e-05
0.00964,3.1022525238572594e-05
0.00965,3.1038611589271776e-05
0.00966,3.105468960723129e-05
0.00967,3.107075930538682e-05
0.00968,3.108682069664064e-05
0.00969,3.1102873793861677e-05
0.0097,3.11189186098857e-05
0.00971,3.1134955157515375e-05
0.00972,3.115098344952043e-05
0.00973,3.116700349863776e-05
0.00974,3.118301531757154e-05
0.00975,3.119901891899333e-05
0.00976,3.121501431554224e-05
0.00977,3.123100151982497e-05
0.00978,3.1246980544416006e-05
0.00979,3.126295140185768e-05
0.0098,3.1278914104660314e-05
0.00981,3.1294868665302316e-05
0.00982,3.13108150962303e-05
0.00983,3.132675340985922e-05
0.00984,3.1342683618572434e-05
0.00985,3.1358605734721876e-05
0.00986,3.137451977062811e-05
0.00987,3.13904257385805e-05
0.00988,3.140632365083727e-05
0.00989,3.142221351962562e-05
0.0099,3.143809535714188e-05
0.00991,3.145396917555157e-05
0.00992,3.1469834986989544e-05
0.00993,3.1485692803560066e-05
0.00994,3.1501542637336936e-05
0.00995,3.15173845003636e-05
0.00996,3.153321840465325e-05
0.00997,3.1549044362188936e-05
0.00998,3.156486238492365e-05
0.00999,3.1580672484780474e-05
0.01,3.159647467365265e-05
0.01001,3.1612268963403695e-05
0.01002,3.1628055365867486e-05
0.01003,3.164383389284841e-05
0.01004,3.165960455612143e-05
0.01005,3.167536736743218e-05
0.01006,3.16911223384971e-05
0.01007,3.170686948100353e-05
0.01008,3.1722608806609766e-05
0.01009,3.1738340326945234e-05
0.0101,3.175406405361054e-05
0.01011,3.176977999817757e-05
0.01012,3.1785488172189624e-05
0.01013,3.180118858716148e-05
0.01014,3.18168812545795e-05
0.01015,3.183256618590174e-05
0.01016,3.184824339255805e-05
0.01017,3.186391288595016e-05
0.01018,3.1879574677451755e-05
0.01019,3.189522877840863e-05
0.0102,3.1910875200138725e-05
0.01021,3.192651395393226e-05
0.01022,3.1942145051051824e-05
0.01023,3.195776850273243e-05
0.01024,3.1973384320181684e-05
0.01025,3.1988992514579806e-05
0.01026,3.200459309707976e-05
0.01027,3.202018607880736e-05
0.01028,3.20357714708613e-05
0.01029,3.205134928431335e-05
0.0103,3.206691953020833e-05
0.01031,3.2082482219564297e-05
0.01032,3.2098037363372585e-05
0.01033,3.2113584972597884e-05
0.01034,3.212912505817841e-05
0.01035,3.2144657631025885e-05
0.01036,3.2160182702025706e-05
0.01037,3.2175700282037e-05
0.01038,3.219121038189274e-05
0.01039,3.220671301239979e-05
0.0104,3.222220818433902e-05
0.01041,3.2237695908465405e-05
0.01042,3.225317619550809e-05
0.01043,3.2268649056170494e-05
0.01044,3.2284114501130356e-05
0.01045,3.229957254103989e-05
0.01046,3.231502318652581e-05
0.01047,3.2330466448189444e-05
0.01048,3.234590233660682e-05
0.01049,3.236133086232872e-05
0.0105,3.2376752035880804e-05
0.01051,3.239216586776368e-05
0.01052,3.240757236845299e-05
0.01053,3.242297154839945e-05
0.01054,3.243836341802902e-05
0.01055,3.245374798774289e-05
0.01056,3.246912526791766e-05
0.01057,3.248449526890531e-05
0.01058,3.249985800103339e-05
0.01059,3.251521347460504e-05
0.0106,3.253056169989906e-05
0.01061,3.254590268717005e-05
0.01062,3.256123644664842e-05
0.01063,3.2576562988540526e-05
0.01064,3.2591882323028706e-05
0.01065,3.2607194460271394e-05
0.01066,3.262249941040319e-05
0.01067,3.263779718353491e-05
0.01068,3.26530877897537e-05
0.01069,3.266837123912309e-05
0.0107,3.2683647541683094e-05
0.01071,3.269891670745027e-05
0.01072,3.2714178746417785e-05
0.01073,3.2729433668555525e-05
0.01074,3.274468148381014e-05
0.01075,3.275992220210514e-05
0.01076,3.2775155833340966e-05
0.01077,3.279038238739504e-05
0.01078,3.2805601874121894e-05
0.01079,3.2820814303353175e-05
0.0108,3.283601968489779e-05
0.01081,3.2851218028541924e-05
0.01082,3.286640934404914e-05
0.01083,3.288159364116045e-05
0.01084,3.289677092959439e-05
0.01085,3.291194121904707e-05
0.01086,3.292710451919227e-05
0.01087,3.294226083968152e-05
0.01088,3.295741019014415e-05
0.01089,3.297255258018736e-05
0.0109,3.298768801939631e-05
0.01091,3.300281651733418e-05
0.01092,3.3017938083542235e-05
0.01093,3.30330527275399e-05
0.01094,3.304816045882485e-05
0.01095,3.3063261286873036e-05
0.01096,3.307835522113878e-05
0.01097,3.3093442271054886e-05
0.01098,3.310852244603261e-05
0.01099,3.312359575546182e-05
0.011,3.3138662208711e-05
0.01101,3.315372181512738e-05
0.01102,3.316877458403696e-05
0.01103,3.318382052474457e-05
0.01104,3.319885964653397e-05
0.01105,3.321389195866791e-05
0.01106,3.3228917470388156e-05
0.01107,3.324393619091563e-05
0.01108,3.325894812945041e-05
0.01109,3.327395329517182e-05
0.0111,3.32889516972385e-05
0.01111,3.3303943344788484e-05
0.01112,3.3318928246939215e-05
0.01113,3.333390641278767e-05
0.01114,3.334887785141038e-05
0.01115,3.3363842571863516e-05
0.01116,3.3378800583182956e-05
0.01117,3.3393751894384343e-05
0.01118,3.3408696514463126e-05
0.01119,3.342363445239466e-05
0.0112,3.343856571713425e-05
0.01121,3.3453490317617216e-05
0.01122,3.346840826275895e-05
0.01123,3.348331956145499e-05
0.01124,3.349822422258108e-05
0.01125,3.3513122254993193e-05
0.01126,3.3528013667527676e-05
0.01127,3.354289846900124e-05
0.01128,3.3557776668211024e-05
0.01129,3.3572648273934706e-05
0.0113,3.358751329493051e-05
0.01131,3.3602371739937296e-05
0.01132,3.36172236176746e-05
0.01133,3.363206893684274e-05
0.01134,3.3646907706122786e-05
0.01135,3.3661739934176723e-05
0.01136,3.367656562964743e-05
0.01137,3.369138480115879e-05
0.01138,3.3706197457315715e-05
0.01139,3.372100360670422e-05
0.0114,3.3735803257891484e-05
0.01141,3.3750596419425905e-05
0.01142,3.376538309983714e-05
0.01143,3.3780163307636184e-05
0.01144,3.3794937051315436e-05
0.01145,3.380970433934872e-05
0.01146,3.382446518019137e-05
0.01147,3.383921958228028e-05
0.01148,3.385396755403396e-05
0.01149,3.3868709103852576e-05
0.0115,3.3883444240118054e-05
0.01151,3.389817297119407e-05
0.01152,3.391289530542615e-05
0.01153,3.392761125114171e-05
0.01154,3.394232081665013e-05
0.01155,3.395702401024276e-05
0.01156,3.397172084019304e-05
0.01157,3.39864113147565e-05
0.01158,3.400109544217086e-05
0.01159,3.4015773230656016e-05
0.0116,3.403044468841418e-05
0.01161,3.404510982362988e-05
0.01162,3.405976864447001e-05
0.01163,3.407442115908391e-05
0.01164,3.4089067375603406e-05
0.01165,3.410370730214284e-05
0.01166,3.411834094679918e-05
0.01167,3.413296831765202e-05
0.01168,3.4147589422763646e-05
0.01169,3.416220427017909e-05
0.0117,3.417681286792618e-05
0.01171,3.419141522401563e-05
0.01172,3.4206011346441e-05
0.01173,3.422060124317884e-05
0.01174,3.423518492218869e-05
0.01175,3.4249762391413154e-05
0.01176,3.426433365877792e-05
0.01177,3.427889873219186e-05
0.01178,3.429345761954701e-05
0.01179,3.430801032871871e-05
0.0118,3.432255686756558e-05
0.01181,3.433709724392957e-05
0.01182,3.435163146563607e-05
0.01183,3.436615954049392e-05
0.01184,3.438068147629543e-05
0.01185,3.43951972808165e-05
0.01186,3.440970696181659e-05
0.01187,3.4424210527038844e-05
0.01188,3.4438707984210074e-05
0.01189,3.445319934104085e-05
0.0119,3.446768460522552e-05
0.01191,3.4482163784442287e-05
0.01192,3.449663688635323e-05
0.01193,3.4511103918604355e-05
0.01194,3.452556488882566e-05
0.01195,3.454001980463118e-05
0.01196,3.4554468673619e-05
0.01197,3.456891150337134e-05
0.01198,3.45833483014546e-05
0.01199,3.459777907541935e-05
0.012,3.461220383280047e-05
0.01201,3.4626622581117136e-05
0.01202,3.464103532787283e-05
0.01203,3.465544208055549e-05
0.01204,3.4669842846637464e-05
0.01205,3.46842376335756e-05
0.01206,3.469862644881127e-05
0.01207,3.471300929977042e-05
0.01208,3.472738619386363e-05
0.01209,3.474175713848615e-05
0.0121,3.475612214101792e-05
0.01211,3.477048120882365e-05
0.01212,3.478483434925285e-05
0.01213,3.479918156963988e-05
0.01214,3.481352287730397e-05
0.01215,3.482785827954929e-05
0.01216,3.484218778366497e-05
0.01217,3.4856511396925186e-05
0.01218,3.4870829126589146e-05
0.01219,3.4885140979901183e-05
0.0122,3.489944696409076e-05
0.01221,3.4913747086372525e-05
0.01222,3.492804135394639e-05
0.01223,3.4942329773997496e-05
0.01224,3.495661235369632e-05
0.01225,3.4970889100198716e-05
0.01226,3.49851600206459e-05
0.01227,3.499942512216455e-05
0.01228,3.5013684411866826e-05
0.01229,3.50279378968504e-05
0.0123,3.504218558419853e-05
0.01231,3.505642748098007e-05
0.01232,3.507066359424949e-05
0.01233,3.5084893931047016e-05
0.01234,3.5099118498398537e-05
0.01235,3.5113337303315745e-05
0.01236,3.5127550352796136e-05
0.01237,3.514175765382305e-05
0.01238,3.515595921336571e-05
0.01239,3.517015503837929e-05
0.0124,3.518434513580491e-05
0.01241,3.519852951256972e-05
0.01242,3.52127081755869e-05
0.01243,3.5226881131755725e-05
0.01244,3.524104838796159e-05
0.01245,3.525520995107606e-05
0.01246,3.526936582795693e-05
0.01247,3.528351602544818e-05
0.01248,3.5297660550380125e-05
0.01249,3.531179940956937e-05
0.0125,3.5325932609818905e-05
0.01251,3.5340060157918086e-05
0.01252,3.535418206064273e-05
0.01253,3.536829832475511e-05
0.01254,3.538240895700401e-05
0.01255,3.539651396412478e-05
0.01256,3.541061335283934e-05
0.01257,3.542470712985622e-05
0.01258,3.5438795301870647e-05
0.01259,3.545287787556451e-05
0.0126,3.546695485760646e-05
0.01261,3.5481026254651896e-05
0.01262,3.549509207334304e-05
0.01263,3.5509152320308956e-05
0.01264,3.552320700216558e-05
0.01265,3.553725612551578e-05
0.01266,3.555129969694935e-05
0.01267,3.556533772304312e-05
0.01268,3.55793702103609e-05
0.01269,3.559339716545359e-05
0.0127,3.560741859485916e-05
0.01271,3.562143450510275e-05
0.01272,3.563544490269664e-05
0.01273,3.564944979414031e-05
0.01274,3.5663449185920495e-05
0.01275,3.56774430845112e-05
0.01276,3.569143149637373e-05
0.01277,3.5705414427956746e-05
0.01278,3.5719391885696265e-05
0.01279,3.573336387601575e-05
0.0128,3.574733040532607e-05
0.01281,3.576129148002562e-05
0.01282,3.577524710650026e-05
0.01283,3.578919729112345e-05
0.01284,3.58031420402562e-05
0.01285,3.581708136024715e-05
0.01286,3.583101525743258e-05
0.01287,3.584494373813648e-05
0.01288,3.585886680867052e-05
0.01289,3.587278447533415e-05
0.0129,3.5886696744414606e-05
0.01291,3.590060362218692e-05
0.01292,3.591450511491399e-05
0.01293,3.592840122884661e-05
0.01294,3.5942291970223446e-05
0.01295,3.5956177345271165e-05
0.01296,3.597005736020439e-05
0.01297,3.5983932021225765e-05
0.01298,3.599780133452597e-05
0.01299,3.601166530628378e-05
0.013,3.602552394266606e-05
0.01301,3.603937724982783e-05
0.01302,3.6053225233912306e-05
0.01303,3.606706790105087e-05
0.01304,3.608090525736316e-05
0.01305,3.609473730895709e-05
0.01306,3.6108564061928886e-05
0.01307,3.612238552236307e-05
0.01308,3.613620169633255e-05
0.01309,3.6150012589898645e-05
0.0131,3.6163818209111066e-05
0.01311,3.6177618560008006e-05
0.01312,3.6191413648616146e-05
0.01313,3.620520348095065e-05
0.01314,3.6218988063015294e-05
0.01315,3.623276740080237e-05
0.01316,3.624654150029282e-05
0.01317,3.626031036745622e-05
0.01318,3.6274074008250786e-05
0.01319,3.628783242862348e-05
0.0132,3.630158563450997e-05
0.01321,3.631533363183469e-05
0.01322,3.6329076426510856e-05
0.01323,3.6342814024440504e-05
0.01324,3.6356546431514534e-05
0.01325,3.637027365361271e-05
0.01326,3.638399569660371e-05
0.01327,3.639771256634515e-05
0.01328,3.641142426868363e-05
0.01329,3.6425130809454696e-05
0.0133,3.643883219448297e-05
0.01331,3.6452528429582104e-05
0.01332,3.646621952055483e-05
0.01333,3.647990547319301e-05
0.01334,3.649358629327761e-05
0.01335,3.6507261986578815e-05
0.01336,3.652093255885595e-05
0.01337,3.6534598015857624e-05
0.01338,3.654825836332165e-05
0.01339,3.656191360697514e-05
0.0134,3.657556375253451e-05
0.01341,3.6589208805705526e-05
0.01342,3.660284877218332e-05
0.01343,3.661648365765239e-05
0.01344,3.663011346778668e-05
0.01345,3.664373820824958e-05
0.01346,3.665735788469394e-05
0.01347,3.667097250276213e-05
0.01348,3.668458206808602e-05
0.01349,3.6698186586287084e-05
0.0135,3.671178606297634e-05
0.01351,3.672538050375444e-05
0.01352,3.673896991421166e-05
0.01353,3.675255429992795e-05
0.01354,3.6766133666472944e-05
0.01355,3.6779708019406e-05
0.01356,3.679327736427622e-05
0.01357,3.680684170662247e-05
0.01358,3.6820401051973434e-05
0.01359,3.6833955405847594e-05
0.0136,3.6847504773753295e-05
0.01361,3.6861049161188756e-05
0.01362,3.6874588573642115e-05
0.01363,3.6888123016591396e-05
0.01364,3.6901652495504626e-05
0.01365,3.691517701583978e-05
0.01366,3.692869658304485e-05
0.01367,3.694221120255786e-05
0.01368,3.695572087980688e-05
0.01369,3.696922562021007e-05
0.0137,3.6982725429175713e-05
0.01371,3.699622031210219e-05
0.01372,3.700971027437806e-05
0.01373,3.7023195321382076e-05
0.01374,3.703667545848318e-05
0.01375,3.7050150691040564e-05
0.01376,3.706362102440365e-05
0.01377,3.707708646391217e-05
0.01378,3.7090547014896154e-05
0.01379,3.7104002682675956e-05
0.0138,3.711745347256231e-05
0.01381,3.713089938985629e-05
0.01382,3.7144340439849416e-05
0.01383,3.7157776627823625e-05
0.01384,3.71712079590513e-05
0.01385,3.71846344387953e-05
0.01386,3.719805607230899e-05
0.01387,3.7211472864836277e-05
0.01388,3.72248848216116e-05
0.01389,3.723829194785997e-05
0.0139,3.725169424879699e-05
0.01391,3.726509172962892e-05
0.01392,3.7278484395552625e-05
0.01393,3.729187225175566e-05
0.01394,3.730525530341625e-05
0.01395,3.731863355570336e-05
0.01396,3.7332007013776686e-05
0.01397,3.7345375682786674e-05
0.01398,3.735873956787457e-05
0.01399,3.7372098674172424e-05
0.014,3.738545300680309e-05
0.01401,3.739880257088033e-05
0.01402,3.741214737150874e-05
0.01403,3.742548741378382e-05
0.01404,3.7438822702792e-05
0.01405,3.7452153243610665e-05
0.01406,3.746547904130814e-05
0.01407,3.747880010094376e-05
0.01408,3.7492116427567876e-05
0.01409,3.7505428026221855e-05
0.0141,3.751873490193813e-05
0.01411,3.753203705974022e-05
0.01412,3.7545334504642736e-05
0.01413,3.755862724165141e-05
0.01414,3.7571915275763116e-05
0.01415,3.758519861196592e-05
0.01416,3.759847725523903e-05
0.01417,3.7611751210552926e-05
0.01418,3.762502048286928e-05
0.01419,3.7638285077141006e-05
0.0142,3.765154499831233e-05
0.01421,3.766480025131875e-05
0.01422,3.767805084108709e-05
0.01423,3.7691296772535524e-05
0.01424,3.770453805057356e-05
0.01425,3.771777468010211e-05
0.01426,3.7731006666013494e-05
0.01427,3.774423401319144e-05
0.01428,3.775745672651113e-05
0.01429,3.7770674810839205e-05
0.0143,3.778388827103381e-05
0.01431,3.779709711194457e-05
0.01432,3.781030133841268e-05
0.01433,3.782350095527084e-05
0.01434,3.783669596734336e-05
0.01435,3.784988637944611e-05
0.01436,3.786307219638658e-05
0.01437,3.787625342296391e-05
0.01438,3.788943006396887e-05
0.01439,3.790260212418392e-05
0.0144,3.7915769608383185e-05
0.01441,3.792893252133253e-05
0.01442,3.794209086778955e-05
0.01443,3.795524465250359e-05
0.01444,3.796839388021575e-05
0.01445,3.798153855565895e-05
0.01446,3.7994678683557917e-05
0.01447,3.80078142686292e-05
0.01448,3.80209453155812e-05
0.01449,3.8034071829114205e-05
0.0145,3.804719381392038e-05
0.01451,3.8060311274683815e-05
0.01452,3.807342421608052e-05
0.01453,3.808653264277847e-05
0.01454,3.809963655943758e-05
0.01455,3.811273597070978e-05
0.01456,3.812583088123901e-05
0.01457,3.813892129566122e-05
0.01458,3.815200721860442e-05
0.01459,3.816508865468868e-05
0.0146,3.817816560852615e-05
0.01461,3.819123808472111e-05
0.01462,3.820430608786992e-05
0.01463,3.821736962256112e-05
0.01464,3.823042869337539e-05
0.01465,3.8243483304885594e-05
0.01466,3.8256533461656794e-05
0.01467,3.826957916824626e-05
0.01468,3.828262042920353e-05
0.01469,3.8295657249070345e-05
0.0147,3.8308689632380756e-05
0.01471,3.8321717583661086e-05
0.01472,3.8334741107429984e-05
0.01473,3.8347760208198404e-05
0.01474,3.836077489046967e-05
0.01475,3.837378515873943e-05
0.01476,3.838679101749576e-05
0.01477,3.8399792471219115e-05
0.01478,3.841278952438236e-05
0.01479,3.84257821814508e-05
0.0148,3.843877044688221e-05
0.01481,3.84517543251268e-05
0.01482,3.8464733820627306e-05
0.01483,3.847770893781896e-05
0.01484,3.8490679681129506e-05
0.01485,3.8503646054979236e-05
0.01486,3.8516608063781024e-05
0.01487,3.852956571194028e-05
0.01488,3.8542519003855034e-05
0.01489,3.8555467943915936e-05
0.0149,3.856841253650625e-05
0.01491,3.8581352786001884e-05
0.01492,3.8594288696771415e-05
0.01493,3.8607220273176115e-05
0.01494,3.862014751956993e-05
0.01495,3.863307044029954e-05
0.01496,3.8645989039704357e-05
0.01497,3.8658903322116525e-05
0.01498,3.867181329186097e-05
0.01499,3.86847189532554e-05
0.015,3.869762031061032e-05
0.01501,3.871051736822905e-05
0.01502,3.872341013040775e-05
0.01503,3.873629860143544e-05
0.01504,3.874918278559396e-05
0.01505,3.8762062687158096e-05
0.01506,3.87749383103955e-05
0.01507,3.878780965956675e-05
0.01508,3.880067673892535e-05
0.01509,3.8813539552717753e-05
0.0151,3.882639810518338e-05
0.01511,3.883925240055466e-05
0.01512,3.885210244305697e-05
0.01513,3.886494823690874e-05
0.01514,3.887778978632143e-05
0.01515,3.8890627095499526e-05
0.01516,3.890346016864058e-05
0.01517,3.891628900993525e-05
0.01518,3.892911362356726e-05
0.01519,3.894193401371345e-05
0.0152,3.8954750184543805e-05
0.01521,3.896756214022143e-05
0.01522,3.8980369884902597e-05
0.01523,3.899317342273675e-05
0.01524,3.9005972757866543e-05
0.01525,3.90187678944278e-05
0.01526,3.9031558836549586e-05
0.01527,3.9044345588354206e-05
0.01528,3.905712815395722e-05
0.01529,3.9069906537467436e-05
0.0153,3.908268074298696e-05
0.01531,3.909545077461118e-05
0.01532,3.910821663642883e-05
0.01533,3.912097833252195e-05
0.01534,3.913373586696591e-05
0.01535,3.914648924382948e-05
0.01536,3.915923846717477e-05
0.01537,3.917198354105728e-05
0.01538,3.9184724469525945e-05
0.01539,3.919746125662309e-05
0.0154,3.9210193906384485e-05
0.01541,3.922292242283935e-05
0.01542,3.9235646810010364e-05
0.01543,3.92483670719137e-05
0.01544,3.9261083212559e-05
0.01545,3.9273795235949447e-05
0.01546,3.9286503146081707e-05
0.01547,3.929920694694602e-05
0.01548,3.931190664252617e-05
0.01549,3.93246022367995e-05
0.0155,3.933729373373693e-05
0.01551,3.934998113730299e-05
0.01552,3.9362664451455825e-05
0.01553,3.937534368014719e-05
0.01554,3.9388018827322476e-05
0.01555,3.940068989692075e-05
0.01556,3.941335689287472e-05
0.01557,3.942601981911081e-05
0.01558,3.94386786795491e-05
0.01559,3.945133347810342e-05
0.0156,3.94639842186813e-05
0.01561,3.947663090518401e-05
0.01562,3.9489273541506585e-05
0.01563,3.950191213153782e-05
0.01564,3.951454667916029e-05
0.01565,3.952717718825037e-05
0.01566,3.953980366267823e-05
0.01567,3.955242610630789e-05
0.01568,3.956504452299718e-05
0.01569,3.9577658916597775e-05
0.0157,3.959026929095525e-05
0.01571,3.9602875649909026e-05
0.01572,3.961547799729242e-05
0.01573,3.9628076336932666e-05
0.01574,3.96406706726509e-05
0.01575,3.9653261008262205e-05
0.01576,3.9665847347575603e-05
0.01577,3.9678429694394075e-05
0.01578,3.969100805251457e-05
0.01579,3.9703582425728024e-05
0.0158,3.971615281781938e-05
0.01581,3.9728719232567576e-05
0.01582,3.97412816737456e-05
0.01583,3.975384014512045e-05
0.01584,3.97663946504532e-05
0.01585,3.977894519349899e-05
0.01586,3.9791491778007e-05
0.01587,3.980403440772055e-05
0.01588,3.981657308637704e-05
0.01589,3.982910781770798e-05
0.0159,3.984163860543903e-05
0.01591,3.985416545328998e-05
0.01592,3.986668836497478e-05
0.01593,3.987920734420154e-05
0.01594,3.989172239467257e-05
0.01595,3.9904233520084356e-05
0.01596,3.991674072412759e-05
0.01597,3.9929244010487214e-05
0.01598,3.994174338284237e-05
0.01599,3.995423884486644e-05
0.016,3.9966730400227106e-05
0.01601,3.997921805258627e-05
0.01602,3.999170180560016e-05
0.01603,4.0004181662919264e-05
0.01604,4.0016657628188394e-05
0.01605,4.002912970504669e-05
0.01606,4.0041597897127605e-05
0.01607,4.005406220805896e-05
0.01608,4.00665226414629e-05
0.01609,4.007897920095599e-05
0.0161,4.009143189014911e-05
0.01611,4.01038807126476e-05
0.01612,4.011632567205116e-05
0.01613,4.012876677195393e-05
0.01614,4.014120401594447e-05
0.01615,4.015363740760579e-05
0.01616,4.016606695051536e-05
0.01617,4.017849264824509e-05
0.01618,4.019091450436139e-05
0.01619,4.0203332522425184e-05
0.0162,4.021574670599184e-05
0.01621,4.022815705861127e-05
0.01622,4.024056358382793e-05
0.01623,4.025296628518078e-05
0.01624,4.0265365166203375e-05
0.01625,4.0277760230423766e-05
0.01626,4.0290151481364645e-05
0.01627,4.030253892254323e-05
0.01628,4.031492255747138e-05
0.01629,4.032730238965555e-05
0.0163,4.033967842259679e-05
0.01631,4.03520506597908e-05
0.01632,4.036441910472794e-05
0.01633,4.03767837608932e-05
0.01634,4.038914463176624e-05
0.01635,4.04015017208214e-05
0.01636,4.041385503152771e-05
0.01637,4.042620456734889e-05
0.01638,4.043855033174338e-05
0.01639,4.0450892328164356e-05
0.0164,4.046323056005969e-05
0.01641,4.0475565030872034e-05
0.01642,4.0487895744038785e-05
0.01643,4.0500222702992104e-05
0.01644,4.0512545911158924e-05
0.01645,4.0524865371960986e-05
0.01646,4.053718108881481e-05
0.01647,4.0549493065131754e-05
0.01648,4.056180130431796e-05
0.01649,4.057410580977446e-05
0.0165,4.0586406584897065e-05
0.01651,4.0598703633076494e-05
0.01652,4.0610996957698314e-05
0.01653,4.062328656214295e-05
0.01654,4.063557244978576e-05
0.01655,4.064785462399695e-05
0.01656,4.066013308814166e-05
0.01657,4.0672407845579974e-05
0.01658,4.068467889966686e-05
0.01659,4.069694625375227e-05
0.0166,4.070920991118108e-05
0.01661,4.072146987529314e-05
0.01662,4.073372614942328e-05
0.01663,4.074597873690129e-05
0.01664,4.0758227641051996e-05
0.01665,4.077047286519519e-05
0.01666,4.078271441264571e-05
0.01667,4.07949522867134e-05
0.01668,4.0807186490703154e-05
0.01669,4.0819417027914896e-05
0.0167,4.0831643901643636e-05
0.01671,4.084386711517942e-05
0.01672,4.085608667180739e-05
0.01673,4.0868302574807775e-05
0.01674,4.088051482745591e-05
0.01675,4.089272343302223e-05
0.01676,4.090492839477229e-05
0.01677,4.091712971596677e-05
0.01678,4.09293273998615e-05
0.01679,4.094152144970746e-05
0.0168,4.0953711868750795e-05
0.01681,4.096589866023278e-05
0.01682,4.0978081827389936e-05
0.01683,4.0990261373453905e-05
0.01684,4.1002437301651594e-05
0.01685,4.1014609615205074e-05
0.01686,4.102677831733166e-05
0.01687,4.10389434112439e-05
0.01688,4.105110490014954e-05
0.01689,4.106326278725163e-05
0.0169,4.107541707574845e-05
0.01691,4.108756776883356e-05
0.01692,4.109971486969578e-05
0.01693,4.111185838151926e-05
0.01694,4.1123998307483405e-05
0.01695,4.113613465076295e-05
0.01696,4.114826741452796e-05
0.01697,4.11603966019438e-05
